id,current_age,retirement_age,birth_year,birth_month,gender,address,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1402,35,63,1984,10,Male,626 Federal Drive,"$47,364 ","$96,574 ","$265,319 ",590,3
1650,18,67,2002,2,Male,701 Pine Drive,"$21,642 ","$44,128 ","$142,368 ",687,3
354,77,72,1942,8,Female,9 Plum Boulevard,"$22,185 ","$31,942 ","$11,845 ",713,6
314,27,66,1992,6,Male,1039 Bayview Drive,"$28,410 ","$57,927 ","$87,736 ",557,1
1457,20,66,1999,6,Male,11162 Oak Drive,"$22,425 ","$45,725 ","$102,164 ",688,4
1613,39,65,1980,12,Male,4784 Park Boulevard,"$21,647 ","$44,134 ",$0 ,792,4
945,19,66,2001,2,Male,751 Birch Avenue,"$27,748 ","$56,579 ","$79,726 ",705,2
586,37,63,1983,2,Male,372 12th Boulevard,"$22,983 ","$46,864 ","$58,954 ",751,4
119,44,67,1975,9,Female,60 Little Creek Avenue,"$27,761 ","$56,605 ","$87,970 ",624,3
1312,31,66,1988,4,Female,5190 Grant Street,"$25,115 ","$51,209 ","$76,900 ",765,1
1529,51,69,1968,4,Male,310 Birch Avenue,"$37,424 ","$76,305 ","$112,785 ",692,3
326,18,61,2001,3,Male,644 Birch Avenue,"$30,076 ","$61,325 ","$83,899 ",652,1
1596,42,69,1977,3,Male,188 Washington Avenue,"$15,583 ","$31,772 ","$17,286 ",734,4
714,61,67,1958,10,Female,72 Second Street,"$35,992 ","$73,383 ","$155,191 ",760,2
887,55,66,1964,4,Male,3999 West Lane,"$26,137 ","$53,287 ","$51,026 ",816,4
1425,88,67,1931,4,Female,95 Sixth Avenue,"$19,115 ","$19,225 ","$1,644 ",809,8
1645,62,65,1957,11,Female,58 Federal Lane,"$29,692 ","$60,541 ","$160,456 ",716,3
1863,44,61,1975,12,Female,25 Hill Drive,"$21,639 ","$44,124 ","$107,162 ",850,1
1576,88,65,1932,1,Female,2947 Lake Lane,"$24,578 ","$36,764 ",$839 ,712,8
1268,47,63,1972,9,Male,857 Catherine Avenue,"$14,516 ","$29,597 ","$44,388 ",513,4
1565,37,66,1983,1,Female,33 Mill Street,"$18,959 ","$38,656 ","$47,523 ",584,1
1842,45,64,1974,10,Male,41307 Main Lane,"$15,385 ","$31,373 ","$58,481 ",637,2
664,22,68,1997,4,Female,751 Fifth Street,"$16,519 ","$33,681 ","$78,326 ",697,2
485,39,64,1980,10,Male,6889 Summit Lane,"$18,740 ","$38,211 ","$84,427 ",665,2
244,40,62,1979,7,Female,8100 Hill Avenue,"$13,144 ","$26,802 ","$43,444 ",638,2
145,58,65,1962,1,Female,645 Hillside Lane,"$12,427 ","$25,334 ",$182 ,696,3
866,34,67,1985,3,Male,4591 Third Drive,"$30,361 ","$61,904 ","$125,358 ",639,3
1424,101,68,1918,5,Female,887 Third Boulevard,"$13,086 ","$15,348 ","$1,396 ",761,4
427,44,66,1975,11,Female,33 Pine Lane,"$15,955 ","$32,527 ","$74,331 ",705,3
684,51,63,1969,2,Male,1246 11th Boulevard,"$21,661 ","$44,170 ","$90,049 ",661,7
1643,28,64,1991,6,Female,233 Oak Drive,"$22,599 ","$46,077 ","$101,450 ",686,1
1300,58,66,1961,3,Male,4988 Ocean View Lane,"$11,324 ","$23,092 ","$20,545 ",752,4
283,19,69,2000,11,Male,74 Birch Avenue,"$15,064 ","$30,710 ","$30,956 ",680,2
355,22,62,1997,11,Female,415 Madison Boulevard,"$19,856 ","$40,491 ","$81,879 ",691,2
1669,44,62,1975,5,Male,6308 Maple Avenue,"$25,234 ","$51,454 ","$151,162 ",698,4
937,47,63,1973,1,Female,430 Sixth Avenue,"$46,169 ","$94,133 ","$189,899 ",603,1
845,58,72,1961,8,Male,860 Seventh Avenue,"$18,005 ","$36,710 ","$116,794 ",786,5
1518,62,70,1957,8,Male,313 Martin Luther King Boulevard,"$18,533 ","$37,785 ","$81,500 ",745,3
1591,58,66,1961,6,Female,2200 Third Drive,"$16,537 ","$33,717 ","$58,236 ",698,6
1172,50,64,1970,2,Male,5154 Sixth Avenue,"$14,709 ","$29,994 ","$100,834 ",769,1
1629,42,63,1977,6,Female,53789 Bayview Street,"$14,430 ","$29,422 ","$58,679 ",598,1
675,40,67,1980,1,Male,42 Martin Luther King Drive,"$17,405 ","$35,489 ","$91,995 ",724,5
577,28,65,1992,1,Female,769 Madison Drive,"$16,238 ","$33,106 ","$108,695 ",763,2
854,26,65,1994,2,Female,3716 North Boulevard,"$29,281 ","$59,699 ","$71,110 ",688,1
1261,58,70,1961,7,Male,610 Oak Street,"$33,737 ","$68,787 ","$171,854 ",527,1
1227,65,67,1954,11,Female,727 Eighth Lane,"$33,031 ","$67,344 ","$7,049 ",804,4
840,68,64,1952,1,Female,651 Fourth Avenue,"$51,692 ","$88,432 ","$63,075 ",694,6
733,36,68,1983,7,Male,895 Lexington Lane,"$26,061 ","$53,138 ","$153,374 ",606,4
454,88,65,1931,4,Female,9192 Birch Lane,"$22,214 ","$38,523 ",$49 ,751,5
961,76,63,1944,2,Male,3031 Essex Street,"$34,909 ","$26,660 ","$28,332 ",721,4
768,53,67,1966,10,Female,709 River Lane,"$34,043 ","$69,412 ","$177,225 ",620,1
817,26,67,1993,5,Male,91 Lake Street,"$32,314 ","$65,888 ","$162,364 ",803,2
78,37,63,1983,1,Male,5320 Mountain View Street,"$12,362 ","$25,205 ","$65,179 ",688,1
1334,38,65,1981,4,Female,17 Tenth Avenue,"$19,433 ","$39,627 ","$47,793 ",718,4
1610,42,66,1978,1,Female,12150 Mill Boulevard,"$13,717 ","$27,967 ","$50,159 ",690,2
108,50,68,1969,11,Female,373 Sussex Drive,"$18,709 ","$38,142 ",$0 ,768,4
1308,36,67,1984,2,Female,28 Lexington Drive,"$28,919 ","$58,964 ","$71,890 ",619,1
780,74,66,1945,11,Male,41 Rose Lane,"$56,720 ","$58,378 ","$73,124 ",652,1
1340,53,68,1966,8,Male,815 Hillside Drive,"$26,420 ","$53,872 ","$64,269 ",691,5
1888,75,59,1944,6,Female,7854 Plum Avenue,"$28,429 ","$41,513 ","$15,899 ",748,3
247,49,69,1970,7,Female,704 East Drive,"$26,772 ","$54,587 ","$69,070 ",761,6
238,22,62,1997,6,Male,9261 Little Creek Lane,"$20,400 ","$41,595 ","$54,451 ",675,1
915,44,64,1975,4,Male,936 Mill Street,"$22,047 ","$44,953 ","$97,076 ",728,1
1927,28,65,1991,5,Male,35 Sixth Boulevard,"$17,264 ","$35,199 ","$68,569 ",739,2
1658,28,59,1991,3,Female,8128 Hillside Avenue,"$13,891 ","$28,324 ","$62,363 ",695,2
1208,38,72,1981,9,Male,9541 Ocean View Drive,"$16,375 ","$33,387 ","$69,066 ",526,3
1255,24,67,1995,9,Male,9614 Ocean View Drive,"$15,209 ","$31,006 ","$71,031 ",681,2
85,29,60,1990,4,Male,8016 Norfolk Drive,"$16,006 ","$32,636 ","$42,290 ",782,1
1382,58,65,1961,7,Male,16 Eighth Lane,"$12,693 ","$25,883 ","$44,404 ",706,4
1932,26,60,1993,12,Female,15 Valley Stream Drive,"$9,352 ","$19,069 ","$23,153 ",658,1
1217,59,66,1960,12,Female,584 Bayview Street,"$22,070 ","$44,992 ","$53,368 ",785,3
514,58,72,1961,8,Male,967 Norfolk Avenue,"$15,840 ","$32,295 ","$72,357 ",698,4
232,57,66,1962,5,Female,186 First Drive,"$33,919 ","$69,159 ","$135,111 ",786,3
445,42,59,1977,12,Female,9864 Fifth Lane,"$6,201 ","$12,643 ","$19,299 ",645,1
1206,34,65,1985,9,Female,862 11th Drive,"$42,685 ","$87,030 ","$161,964 ",727,3
1276,82,66,1937,6,Female,7236 South Boulevard,"$25,365 ","$41,793 ","$1,141 ",730,5
875,39,71,1981,2,Male,5944 Grant Avenue,"$20,553 ","$41,907 ","$87,163 ",728,4
1546,48,61,1971,11,Male,70 Second Drive,"$19,781 ","$40,336 ","$144,284 ",668,4
422,19,62,2000,11,Female,5378 Lafayette Avenue,"$15,539 ","$31,683 ","$46,987 ",817,4
519,57,67,1962,6,Female,839 East Avenue,"$19,377 ","$39,508 ","$18,870 ",770,4
1408,42,67,1978,2,Male,209 George Avenue,"$12,189 ","$24,859 ","$43,986 ",683,2
1204,42,67,1977,6,Male,583 El Camino Boulevard,"$34,059 ","$69,440 ","$129,944 ",743,3
276,25,70,1995,1,Male,9892 George Drive,"$10,626 ","$21,666 ","$38,058 ",610,2
1133,30,66,1989,10,Female,781 Federal Street,"$22,855 ","$46,599 ","$12,700 ",684,4
1035,22,71,1997,6,Male,3132 Lake Avenue,"$24,781 ","$50,525 ","$118,160 ",701,2
710,60,68,1959,9,Female,29 12th Avenue,"$25,698 ","$52,397 ","$72,810 ",729,3
582,53,63,1966,8,Male,415 Lafayette Drive,"$19,236 ","$39,222 ","$66,559 ",583,3
821,73,60,1946,7,Male,833 Elm Lane,"$12,434 ","$18,015 ","$10,463 ",645,2
1352,65,64,1954,3,Female,8437 Sixth Street,"$20,035 ","$42,102 ","$9,645 ",672,3
831,36,66,1983,10,Male,547 Norfolk Boulevard,"$18,302 ","$37,316 ","$37,515 ",726,2
936,18,67,2001,6,Female,255 Bayview Street,"$20,460 ","$41,717 ","$27,174 ",718,5
578,75,71,1944,8,Male,5934 Essex Boulevard,"$14,920 ","$20,797 ","$10,127 ",777,1
1997,76,69,1943,8,Male,765 Forest Street,"$39,155 ","$38,800 ","$25,867 ",758,7
258,51,68,1968,3,Male,572 Mountain View Lane,"$14,528 ","$29,622 ","$17,385 ",694,3
851,88,65,1931,10,Female,42 Fourth Avenue,"$19,620 ","$31,399 ","$2,528 ",757,4
1951,48,66,1971,5,Female,328 Birch Street,"$31,075 ","$63,355 ",$0 ,708,5
1978,19,71,2000,12,Female,76 Birch Drive,"$15,299 ","$31,197 ","$84,749 ",844,2
1897,38,67,1981,3,Male,683 Washington Street,"$51,032 ","$104,049 ","$247,623 ",741,2
972,35,69,1984,5,Male,215 Plum Boulevard,"$24,608 ","$50,177 ","$101,323 ",681,4
1010,40,64,1979,12,Female,5899 Mill Street,"$16,843 ","$34,344 ","$48,931 ",548,1
1243,31,72,1989,1,Female,9316 Hillside Lane,"$17,110 ","$34,884 ","$26,799 ",705,5
1976,33,69,1986,3,Female,2552 Forest Avenue,"$27,906 ","$56,897 ",$0 ,699,5
91,38,72,1981,10,Female,89 Washington Boulevard,"$35,630 ","$72,647 ","$90,579 ",739,1
1606,49,66,1970,8,Male,9383 Martin Luther King Street,"$25,381 ","$51,755 ","$88,605 ",806,1
1201,60,66,1959,11,Male,175 Valley Drive,"$56,632 ","$115,465 ","$195,657 ",715,4
1887,18,70,2002,1,Male,729 Wessex Drive,"$17,522 ","$35,731 ","$71,825 ",503,2
195,18,70,2002,2,Female,5263 Little Creek Drive,"$31,847 ","$64,936 ","$107,755 ",688,2
874,24,68,1995,3,Male,4973 Martin Luther King Lane,"$30,757 ","$62,711 ","$68,777 ",798,3
1317,41,68,1978,7,Female,26 Valley Stream Drive,"$15,157 ","$30,910 ","$42,507 ",749,4
1311,27,71,1992,11,Male,79 Sixth Avenue,"$21,219 ","$43,264 ","$89,798 ",729,1
785,18,67,2001,11,Male,13 Main Boulevard,"$23,990 ","$48,909 ","$71,310 ",740,2
662,32,71,1987,11,Female,670 Tenth Drive,"$42,028 ","$85,694 ","$120,733 ",822,2
847,81,68,1938,4,Female,864 Main Lane,"$18,585 ","$27,864 ","$1,371 ",591,6
685,21,68,1998,4,Male,5263 Fifth Avenue,"$21,828 ","$44,513 ","$105,303 ",778,6
617,27,69,1992,6,Female,5048 Catherine Drive,"$28,459 ","$58,026 ","$133,169 ",691,1
23,18,70,2001,5,Female,9085 West Drive,"$31,193 ","$63,600 ","$102,773 ",645,1
339,19,75,2000,7,Female,640 Bayview Street,"$15,597 ","$31,797 ","$5,400 ",843,2
280,40,66,1979,10,Female,3539 Lincoln Boulevard,"$21,869 ","$44,585 ","$81,825 ",684,5
1473,51,67,1968,11,Female,6541 Fourth Drive,"$20,316 ","$41,427 ","$53,773 ",850,3
65,51,72,1968,10,Female,4514 Elm Street,"$16,928 ","$34,517 ","$74,143 ",645,2
1353,50,65,1970,2,Female,655 Federal Avenue,"$21,232 ","$43,294 ","$104,521 ",816,7
736,27,66,1992,9,Female,8440 Park Drive,"$30,072 ","$61,317 ",$0 ,741,3
1670,68,65,1951,12,Male,46 Lincoln Lane,"$32,079 ","$50,184 ","$27,778 ",732,4
1776,47,75,1972,10,Male,130 Lincoln Drive,"$21,156 ","$43,133 ","$44,263 ",693,3
1474,23,65,1996,12,Female,359 Tenth Avenue,"$21,757 ","$44,361 ","$71,031 ",705,1
951,57,66,1962,9,Female,381 Catherine Avenue,"$13,075 ","$26,664 ","$12,241 ",709,4
1818,85,65,1934,6,Female,23 11th Avenue,"$29,485 ","$41,843 ","$1,741 ",500,3
1450,22,70,1998,2,Male,440 Littlewood Drive,"$24,500 ","$49,952 ","$95,184 ",780,1
1524,26,60,1993,3,Male,118 Mountain View Lane,"$48,986 ","$99,883 ","$171,034 ",732,1
1789,40,65,1979,3,Female,57 West Boulevard,"$18,898 ","$38,527 ","$36,933 ",684,2
767,32,63,1988,1,Female,7096 Park Street,"$18,013 ","$36,729 ","$48,624 ",686,3
678,63,67,1957,2,Female,861 Martin Luther King Boulevard,"$14,456 ","$29,477 ","$56,355 ",850,4
471,52,65,1967,9,Male,123 Ocean View Street,"$35,137 ","$71,645 ","$155,006 ",629,3
757,62,65,1957,9,Female,956 Lincoln Boulevard,"$22,674 ","$46,232 ","$68,957 ",691,4
1724,20,66,1999,5,Female,489 Fourth Drive,"$18,036 ","$36,775 ","$102,641 ",850,3
1603,41,65,1978,12,Male,6515 Hillside Drive,"$19,036 ","$38,812 ","$16,331 ",762,4
224,20,67,1999,11,Female,5789 Ninth Drive,"$19,682 ","$40,130 ","$55,801 ",798,1
808,38,66,1981,11,Female,1583 Grant Lane,"$17,679 ","$36,045 ",$0 ,683,3
1326,52,73,1968,2,Female,292 Maple Drive,"$32,610 ","$66,489 ","$83,828 ",731,2
158,31,72,1989,2,Female,5065 Catherine Drive,"$20,343 ","$41,475 ",$0 ,747,2
1928,56,68,1963,7,Male,273 Ocean Street,"$27,308 ","$55,682 ","$82,696 ",750,4
1575,51,68,1968,5,Female,23 12th Boulevard,"$28,272 ","$57,646 ","$127,892 ",724,4
1608,19,68,2000,9,Female,1464 Bayview Street,"$19,399 ","$39,556 ","$132,573 ",572,1
1455,36,67,1983,12,Male,83 Sixth Drive,"$16,838 ","$34,330 ","$15,223 ",713,4
1916,82,71,1937,4,Male,62696 Norfolk Drive,"$15,069 ","$10,142 ","$1,809 ",767,7
1617,30,60,1989,10,Male,105 Seventh Street,"$37,697 ","$76,867 ","$118,029 ",659,1
143,22,68,1997,6,Female,5138 Park Drive,"$25,689 ","$52,379 ","$107,734 ",771,3
1176,39,64,1980,10,Male,2411 Hillside Lane,"$28,126 ","$57,348 ","$119,230 ",527,3
1194,49,70,1970,3,Male,2248 Third Avenue,"$18,658 ","$38,041 ","$27,813 ",782,4
423,28,70,1991,3,Female,19 El Camino Drive,"$26,023 ","$53,053 ","$42,396 ",696,2
580,35,65,1984,5,Male,5094 Lafayette Boulevard,"$18,077 ","$36,857 ","$3,112 ",768,3
4,54,72,1965,3,Female,6016 Little Creek Boulevard,"$37,485 ","$76,431 ","$115,362 ",716,5
530,78,68,1941,7,Male,34533 Ninth Avenue,"$14,709 ","$18,100 ",$0 ,682,6
1826,45,61,1974,5,Female,94936 Elm Drive,"$8,155 ","$16,628 ","$33,926 ",654,1
595,79,66,1941,2,Male,132 Lexington Drive,"$18,100 ","$29,041 ","$4,427 ",699,4
1022,47,64,1972,12,Female,27 Summit Street,"$17,595 ","$35,876 ","$50,190 ",635,3
1108,19,67,2000,3,Male,32 First Lane,"$40,216 ","$81,995 ","$133,788 ",685,2
246,50,70,1969,9,Female,671 West Drive,"$40,364 ","$82,298 ",$0 ,791,4
270,30,62,1989,8,Male,71682 Catherine Street,"$30,367 ","$61,916 ","$165,886 ",655,4
1945,56,70,1964,2,Female,7728 Oak Drive,"$14,736 ","$30,042 ","$9,208 ",727,4
1540,55,61,1964,9,Female,1513 Valley Boulevard,"$21,992 ","$44,839 ","$63,194 ",625,3
1149,25,74,1994,12,Male,972 Spruce Avenue,"$29,740 ","$60,638 ","$132,252 ",661,1
1438,26,64,1994,1,Female,4631 Plum Avenue,"$14,737 ","$30,049 ","$80,474 ",700,1
409,54,65,1965,8,Female,7561 Littlewood Street,"$14,568 ","$29,699 ","$6,569 ",711,3
694,29,66,1990,5,Male,1598 Elm Street,"$20,519 ","$41,836 ","$60,302 ",615,2
382,55,68,1964,11,Male,541 Tenth Street,"$11,329 ","$23,103 ","$63,635 ",681,3
629,72,70,1947,5,Male,4388 Hillside Street,"$39,053 ","$57,513 ","$11,755 ",793,5
1211,66,68,1953,3,Female,644 South Drive,"$18,759 ","$38,249 ",$0 ,746,4
823,41,65,1978,3,Female,858 Jefferson Avenue,"$20,353 ","$41,496 ","$9,222 ",807,2
1304,24,70,1995,8,Female,229 River Avenue,"$44,540 ","$90,812 ","$175,569 ",850,3
89,35,67,1984,6,Male,7794 Ocean Street,"$14,822 ","$30,217 ","$23,394 ",705,4
1751,29,66,1990,11,Female,828 Little Creek Boulevard,"$30,202 ","$61,581 ","$241,312 ",736,2
888,53,67,1966,6,Male,817 Forest Street,"$16,462 ","$33,566 ","$96,597 ",698,1
81,66,68,1953,3,Female,804 Sixth Boulevard,"$17,440 ","$35,560 ","$60,397 ",723,5
1021,21,67,1998,11,Female,218 East Street,"$31,699 ","$64,630 ","$92,847 ",751,2
826,67,60,1952,11,Female,563 Birch Drive,"$26,767 ","$57,705 ","$22,475 ",684,3
87,58,71,1961,5,Male,663 Second Boulevard,"$11,844 ","$24,155 ","$2,870 ",802,3
1833,27,71,1993,1,Male,5514 Norfolk Boulevard,"$17,179 ","$35,026 ","$11,468 ",743,5
829,29,70,1990,3,Female,587 East Lane,"$17,854 ","$36,404 ","$11,745 ",726,3
1879,50,60,1969,5,Male,659 Valley Drive,"$18,724 ","$38,179 ","$50,559 ",609,2
236,36,65,1983,3,Female,4137 Bayview Drive,"$79,100 ","$161,276 ","$317,964 ",540,1
1619,31,66,1988,6,Male,693 Seventh Street,"$15,737 ","$32,086 ","$53,595 ",747,4
1146,22,69,1997,3,Female,398 Park Boulevard,"$18,395 ","$37,505 ","$57,014 ",714,3
803,69,73,1951,2,Female,55 El Camino Boulevard,"$22,799 ","$46,487 ","$57,336 ",635,3
193,23,65,1996,7,Female,4343 Mountain View Boulevard,"$18,583 ","$37,891 ","$66,163 ",749,1
1686,54,67,1965,3,Female,401 North Avenue,"$30,072 ","$61,312 ","$25,355 ",708,3
1959,46,59,1973,4,Male,8750 Lake Boulevard,"$25,565 ","$52,130 ","$80,367 ",701,1
1342,27,61,1993,1,Female,883 Federal Street,"$19,983 ","$40,744 ","$50,803 ",717,1
1371,86,65,1933,6,Female,143 Catherine Boulevard,"$24,516 ","$49,529 ","$1,385 ",689,6
1067,76,63,1943,12,Male,343 Lafayette Drive,"$24,531 ","$41,790 ","$24,676 ",719,5
1019,81,57,1939,1,Female,482 Grant Street,"$15,775 ","$29,928 ","$2,028 ",713,4
1568,47,67,1972,5,Female,3816 Spruce Drive,"$21,077 ","$42,976 ","$58,765 ",748,3
1765,40,68,1979,3,Male,9594 Burns Lane,"$15,755 ","$32,126 ","$56,283 ",770,3
1875,56,69,1963,4,Male,4966 Grant Street,"$22,170 ","$45,202 ","$71,022 ",683,4
1111,20,65,1999,3,Female,7132 Rose Avenue,"$17,120 ","$34,907 ","$64,107 ",742,3
1160,27,65,1992,4,Male,238 Eighth Avenue,"$16,965 ","$34,591 ","$65,770 ",688,2
1574,22,69,1997,3,Female,7318 Mill Lane,"$15,661 ","$31,933 ","$65,405 ",746,1
189,42,70,1978,2,Male,9566 Tenth Street,"$25,584 ","$52,165 ","$97,248 ",730,4
466,58,64,1961,8,Female,416 Madison Street,"$14,477 ","$29,519 ","$45,597 ",643,3
659,57,67,1962,5,Male,5079 Sussex Avenue,"$15,981 ","$32,583 ","$12,501 ",812,7
942,37,65,1982,7,Male,3914 Mill Street,"$29,006 ","$59,139 ","$128,870 ",742,4
1234,44,64,1975,10,Male,7815 Hillside Avenue,"$30,499 ","$62,185 ","$114,235 ",749,1
841,22,67,1997,6,Male,2429 Eighth Avenue,"$17,561 ","$35,800 ","$65,841 ",753,2
1388,26,71,1993,10,Male,4379 Lake Avenue,"$35,553 ","$72,485 ","$31,605 ",691,2
1056,24,65,1995,3,Female,215 Elm Lane,"$25,524 ","$52,036 ","$26,232 ",703,3
345,33,67,1986,7,Male,67424 Tenth Boulevard,"$17,409 ","$35,499 ","$80,517 ",724,1
308,44,65,1976,1,Male,3675 Bayview Drive,"$15,209 ","$31,015 ","$103,094 ",737,2
1922,79,65,1940,11,Male,127 Valley Boulevard,"$34,848 ","$53,222 ","$23,051 ",640,1
1156,56,69,1963,6,Female,9603 South Lane,"$137,428 ","$280,199 ","$91,367 ",752,5
561,48,67,1971,6,Male,604 Pine Street,"$18,076 ","$36,853 ","$112,139 ",834,5
507,22,70,1998,2,Male,79 Burns Drive,"$18,392 ","$37,497 ",$0 ,695,1
1522,88,66,1931,10,Female,41740 First Street,"$37,030 ","$31,828 ","$3,777 ",593,3
695,49,68,1970,7,Female,530 Main Boulevard,"$35,246 ","$71,866 ","$132,580 ",662,1
285,62,69,1957,8,Male,702 Elm Drive,"$16,920 ","$34,496 ","$33,122 ",731,5
113,74,71,1946,1,Female,4 Plum Boulevard,"$26,016 ","$39,003 ","$10,793 ",788,5
1039,68,64,1951,3,Male,29 Federal Boulevard,"$12,349 ","$11,566 ","$9,102 ",536,4
176,45,71,1974,12,Female,627 Ninth Drive,"$25,586 ","$52,172 ","$66,085 ",667,4
1104,91,66,1928,3,Male,120 Lafayette Boulevard,"$18,266 ","$40,141 ",$805 ,850,6
946,48,66,1971,5,Male,2981 Ninth Boulevard,"$19,486 ","$39,733 ","$79,302 ",781,4
1465,29,65,1991,2,Female,8463 Second Street,"$25,333 ","$51,651 ","$22,705 ",801,3
25,22,64,1997,3,Female,814 Washington Street,"$24,122 ","$49,190 ","$122,458 ",630,1
571,42,68,1977,11,Male,8580 Valley Stream Avenue,"$18,003 ","$36,711 ","$84,949 ",739,4
1396,22,61,1997,5,Male,666 Lafayette Lane,"$22,728 ","$46,344 ","$66,994 ",732,3
599,26,71,1993,3,Male,4872 Lexington Avenue,"$49,534 ","$100,991 ",$0 ,722,3
1074,62,65,1957,6,Female,1305 Spruce Boulevard,"$16,097 ","$32,819 ","$25,393 ",826,5
214,30,62,1989,8,Male,437 Madison Street,"$23,446 ","$47,803 ","$81,929 ",652,1
771,44,69,1975,9,Male,919 Lafayette Drive,"$18,961 ","$38,661 ","$88,636 ",765,3
520,45,66,1974,4,Male,3346 Hillside Street,"$28,278 ","$57,658 ","$74,288 ",766,5
288,45,69,1974,5,Female,9891 Valley Drive,"$10,909 ","$22,249 ","$20,420 ",789,3
1979,38,68,1982,2,Female,731 Lincoln Boulevard,"$31,706 ","$64,647 ","$58,250 ",738,4
1253,32,64,1987,10,Female,1782 South Boulevard,"$28,814 ","$58,749 ","$113,308 ",768,6
311,46,68,1973,12,Female,8070 Mill Lane,"$14,470 ","$29,510 ","$47,153 ",752,4
1346,53,65,1966,3,Female,696 Oak Boulevard,"$17,985 ","$36,672 ","$99,454 ",655,2
1622,41,61,1979,1,Female,1063 Federal Boulevard,"$38,878 ","$79,271 ","$211,919 ",759,1
852,35,68,1985,1,Female,955 11th Street,"$19,693 ","$40,156 ","$70,128 ",738,3
1394,30,58,1989,4,Female,341 Hill Drive,"$28,373 ","$57,853 ","$131,828 ",558,4
957,73,64,1946,9,Female,862 Martin Luther King Drive,"$33,637 ","$37,789 ","$24,575 ",605,3
515,61,63,1958,10,Male,9525 First Boulevard,"$20,531 ","$41,865 ","$60,911 ",676,4
1303,66,69,1953,3,Male,602 First Street,"$30,381 ","$61,937 ","$138,153 ",684,7
1287,32,67,1987,7,Female,698 11th Lane,"$15,827 ","$32,274 ","$72,974 ",545,1
296,48,71,1971,3,Male,9570 North Drive,"$37,170 ","$75,785 ","$117,920 ",814,3
1059,50,64,1969,4,Male,9762 Pine Street,"$22,345 ","$45,560 ","$79,660 ",644,3
1378,46,67,1973,3,Female,778 Main Avenue,"$20,013 ","$40,810 ","$65,643 ",614,4
1297,58,67,1961,11,Male,669 Wessex Lane,"$18,817 ","$38,371 ","$50,530 ",703,3
1727,46,67,1973,10,Female,31 Oak Avenue,"$23,917 ","$48,762 ","$143,208 ",771,6
310,26,61,1994,2,Male,4840 Summit Lane,"$28,660 ","$58,435 ","$134,789 ",666,2
673,48,68,1971,7,Male,1772 Essex Boulevard,"$19,188 ","$39,124 ","$66,231 ",722,4
1283,50,65,1970,1,Male,720 Seventh Avenue,"$31,226 ","$63,673 ","$147,913 ",591,4
1239,34,65,1985,11,Female,5449 Lexington Drive,"$18,679 ","$38,081 ","$28,613 ",811,4
1691,23,61,1996,11,Female,5459 El Camino Avenue,"$14,443 ","$29,450 ","$36,002 ",692,1
1078,56,65,1963,12,Female,291 Seventh Drive,"$28,237 ","$57,576 ","$161,107 ",589,2
124,31,70,1988,8,Female,9833 Forest Street,"$16,829 ","$34,311 ","$6,971 ",680,4
99,63,65,1956,11,Female,891 El Camino Lane,"$26,530 ","$54,095 ","$76,109 ",753,3
1722,24,65,1995,9,Female,162 Rose Drive,"$12,089 ","$24,648 ","$32,962 ",600,1
562,37,61,1982,8,Female,1059 Elm Avenue,"$32,793 ","$66,863 ","$89,031 ",673,1
750,61,68,1959,1,Female,475 Oak Boulevard,"$14,793 ","$30,165 ","$36,972 ",694,2
1223,53,67,1966,6,Male,822 Ocean Street,"$92,938 ","$189,490 ","$448,929 ",717,3
1319,19,68,2000,3,Female,671 George Drive,"$23,827 ","$48,582 ","$189,348 ",546,1
575,84,65,1935,12,Male,6478 Valley Stream Avenue,"$23,207 ","$26,476 ",$406 ,813,5
428,39,69,1980,11,Male,6405 Fifth Avenue,"$27,706 ","$56,486 ","$116,394 ",689,2
828,59,71,1960,3,Female,85 Littlewood Avenue,"$17,609 ","$35,906 ","$69,819 ",659,3
1580,19,61,2000,4,Female,528 Spruce Lane,"$27,261 ","$55,587 ","$151,141 ",621,2
1570,21,67,1998,4,Female,100 Seventh Drive,"$18,016 ","$36,733 ",$0 ,761,3
846,48,66,1971,11,Female,58 Catherine Drive,"$33,232 ","$67,761 ",$0 ,745,4
666,57,56,1963,2,Male,919 Lafayette Avenue,"$22,760 ","$36,282 ","$14,141 ",725,1
335,46,68,1973,7,Female,75 Birch Lane,"$27,696 ","$56,467 ","$66,565 ",688,3
639,55,73,1965,2,Female,82 Jefferson Avenue,"$18,462 ","$37,645 ","$46,298 ",654,4
386,48,64,1971,11,Male,3034 Third Boulevard,"$24,506 ","$49,967 ","$62,509 ",655,1
886,20,67,1999,11,Male,189 Ninth Lane,"$31,656 ","$64,548 ","$14,864 ",726,1
297,20,66,1999,9,Male,354 Main Drive,"$13,938 ","$28,421 ","$77,772 ",738,1
1860,33,65,1986,6,Female,689 Littlewood Lane,"$17,271 ","$35,213 ","$87,653 ",719,3
581,48,67,1971,3,Male,1813 Second Lane,"$14,696 ","$29,962 ","$55,000 ",684,3
1910,49,59,1970,5,Male,710 North Lane,"$17,590 ","$35,868 ","$48,465 ",562,4
731,31,73,1988,7,Male,5558 Littlewood Avenue,"$18,734 ","$38,193 ","$39,874 ",703,3
21,48,66,1972,2,Male,819 Park Boulevard,"$21,131 ","$43,084 ",$0 ,850,3
